year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,candidatevotes,Result,Strategy 1,strategy 2,strategy 3,strategy 4,strategy 5,People_ survey (%)
2020,USNA,IN,18,32,22,US PRESIDENT,JOHNSON JR. JAMES L.,,5,loss,Free hospitalization,Increaseing the public toilets facility,2 GB data free for college student,Improving infrastructure in harbour ports,Transportation services in rual areas,7%
2020,USNA,IN,18,32,22,US PRESIDENT,"ROUSE, DEBORAH",,4,loss,Distribution of solar-powered cooking stoves,Monthly RS 1500 for household women's,Increase in maternity leave period and assistance,Same ration card for all the states,Education Empowerment,14%
2020,USNA,IN,18,32,22,US PRESIDENT,"WILLIAMS, MITCHELL",,4,loss,Job to youth 40%,Hi-Tech highways,Free laptop,Loan waiver to hotels ,Distribution of solar-powered cooking stoves,11%
2020,USNA,IN,18,32,22,US PRESIDENT,"STRIED, CHRISTOPHER",,2,loss,Education empowerment,tourism development,free education,Govt job to ladies ,Decrease of petrol price,34%
2020,USNA,IN,18,32,22,US PRESIDENT,"F, RANDALL",,1,loss,indroducing metro trains in 2nd level cities,Increasing the investment from foreign MNC'S,improving infrastructure in harbour ports,6 LPG cylinders are free for a year,Free washing machine for each house,32%
2020,USNA,IN,18,32,22,US PRESIDENT,"WELLS, KASEY",NON-AFFILIATED,1,loss,Repayment omission for gold loans,Job to youth 40%,Education empowerment,indroducing metro trains in 2nd level cities,Free hospitalization,27%
2020,IOWA,IA,19,42,31,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,897672,win,Free laptop,Monthly RS 1500 for household women's,Hi-Tech highways,Free hospitalization,Distribution of solar-powered cooking stoves,7%
2020,IOWA,IA,19,42,31,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,759061,loss,Hi-Tech highways,Free hospitalization,Distribution of solar-powered cooking stoves,Job to youth 40%,Education empowerment,5%
2020,IOWA,IA,19,42,31,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",INDEPENDENT,1082,loss,2 GB data free for college student,women would get a 50% fare cut in town buses,Increaseing the public toilets facility,Monthly RS 1500 for household women's,Govt job to ladies ,19%
2020,IOWA,IA,19,42,31,US PRESIDENT,"BLANKENSHIP, DON",CONSTITUTION PARTY,1707,loss,Free laptop,6 LPG cylinders are free for a year,Same ration card for all the states,Transportational services in rural areas,Free Education,19%
2020,IOWA,IA,19,42,31,US PRESIDENT,"KING, RICKI SUE",GENEOLOGY KNOW YOUR FAMILY HISTORY PARTY,546,loss,Hi-Tech highways,Free laptop,Free Education,Increase in maternity leave period and assistance,indroducing metro trains in 2nd level cities,89%
2020,IOWA,IA,19,42,31,US PRESIDENT,"HAWKINS, HOWIE",GREEN,3075,loss,tourism development,Increase in maternity leave period and assistance,Free laptop,Hi-Tech highways,Job to youth 40%,28%
2020,IOWA,IA,19,42,31,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,19637,loss,Increasing the investment from foreign MNC'S,the financial assistance to the differently-abled would be increased,government jobs to families without anyone in state service,building concrete houses for people living in hurts,improving infrastructure in harbour ports,43%
2020,IOWA,IA,19,42,31,US PRESIDENT,"PIERCE, BROCK",INDEPENDENT,544,loss,the financial assistance to the differently-abled would be increased,Increasing the investment from foreign MNC'S,building concrete houses for people living in hurts,Increasing the investment from foreign MNC'S,Free bicycle,26%
2020,IOWA,IA,19,42,31,US PRESIDENT,"WEST, KANYE",INDEPENDENT,3210,loss,6 LPG cylinders are free for a year,building concrete houses for people living in hurts,Increasing the investment from foreign MNC'S,improving infrastructure in harbour ports,government jobs to families without anyone in state service,37%
2020,IOWA,IA,19,42,31,US PRESIDENT,,,4337,loss,Increaseing the public toilets facility,Free laptop,Free hospitalization,Free bicycle,Monthly RS 1500 for household women's,29%
2020,IOWA,IA,19,42,31,US PRESIDENT,UNDERVOTES,,6614,loss,6 LPG cylinders are free for a year,Women would get a 50% fare cut in town buses,Education Empowerment,Hi-Tech highways,Improving infrastructure in harbour ports,79%
2020,IOWA,IA,19,42,31,US PRESIDENT,OVERVOTES,,2645,loss,Hi-Tech highways,Education Empowerment,Women would get a 50% fare cut in town buses,6 LPG cylinders are free for a year,Free laptop,38%
2020,KANSAS,KS,20,47,32,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,771406,win,Loan waiver to hotels ,Govt job to ladies ,Free hospitalization,Job to youth 40%,Monthly RS 1500 for household women's,19%
2020,KANSAS,KS,20,47,32,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,570323,loss,Same ration card for all the states,Improving infrastructure in harbour ports,Free education,2 GB data free for college student,Free washing machine for each house,16%
2020,KANSAS,KS,20,47,32,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,30574,loss,GAS pipeline plan,Transportation services in rual areas,indroducing metro trains in 2nd level cities,tourism development,government jobs to families without anyone in state service,90%
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,2382202,win,Free bicycle,distribution of solar-powered cooking stoves,Hi-Tech highways,Free hospitalization,Free laptop,39%
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,1167202,loss,Education Empowerment,Job to youth 40%,women would get a 50 percent fare cut in town buses,Clean US,Free hospitalization,24%
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,47013,loss,indroducing metro trains in 2nd level cities,improving infrastructure in harbour ports,distribution of solar-powered cooking stoves,repayment omissio for gold loan,6 LPG cylinders are free for a year,38%
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"HAWKINS, HOWIE",GREEN-RAINBOW,18658,loss,Reservation in private sector will also be insisted  and promised subsidies for small farmers ,indroducing metro trains in 2nd level cities,building concrete house for people living in huts,Same ration card for all the states,Transportation services in rual areas,78%
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,BLANK VOTES,,26603,loss,improving infrastructure in harbour ports,distribution of solar-powered cooking stoves,repayment omissio for gold loan,building concrete house for people living in huts,Same ration card for all the states,37%
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,,,16327,loss,building concrete house for people living in huts,Same ration card for all the states,Free bicycle,Clean US,Free hospitalization,28%
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,2804040,win,Free laptop,repayment omissio for gold loan,women would get a 50 percent fare cut in town buses,building concrete house for people living in huts,distribution of solar-powered cooking stoves,19%
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,2649852,loss,6 LPG cylinders are free for a year,Education Empowerment,indroducing metro trains in 2nd level cities,Reservation in private sector will also be insisted  and promised subsidies for small farmers ,improving infrastructure in harbour ports,38%
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,60381,loss,Transportation services in rual areas,6 LPG cylinders are free for a year,Same ration card for all the states,Job to youth 40%,decrease of tax,40%
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"BLANKENSHIP, DON",US TAXPAYERS PARTY,7235,loss,repayment omissio for gold loan,Job to youth 40%,women would get a 50 percent fare cut in town buses,Transportation services in rual areas,6 LPG cylinders are free for a year,17%
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"HAWKINS, HOWIE",GREEN,13718,loss,Transportation services in rual areas,Reservation in private sector will also be insisted  and promised subsidies for small farmers ,Job to youth 40%,Clean US,building concrete house for people living in huts,27%
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",NATURAL LAW,2986,loss,Education Empowerment,Decrease of petrol price,repayment omissio for gold loan,6 LPG cylinders are free for a year,Free laptop,39%
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,963,loss,Decrease of petrol price,tourism development,building concrete houses for people living in hurts,Free laptop,distribution of solar-powered cooking stoves,10%
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"HOEFLING, TOM",,32,loss,Same ration card for all the states,Transportation services in rual areas,Education Empowerment,improving infrastructure in harbour ports,Clean US,40%
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"HUNTER, TARA RENEE",,1,loss,Transportation services in rual areas,6 LPG cylinders are free for a year,Education Empowerment,Free hospitalization,Hi-Tech highways,39%
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"SIMMONS, JADE",BECOMING ONE NATION,89,loss,Free bicycle,Reservation in private sector will also be insisted  and promised subsidies for small farmers ,Clean US,Job to youth 40%,6 LPG cylinders are free for a year,28%
2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"WELLS, KASEY",NON-AFFILIATED,5,loss,Same ration card for all the states,repayment omissio for gold loan,Transportation services in rual areas,6 LPG cylinders are free for a year,women would get a 50 percent fare cut in town buses,17%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,5230985,win,2 GB data free for college student,6 LPG cylinders are free for a year,Monthly RS 1500 for household women's,Free washing machine for each house,Cancel of education loan,29%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,3244798,loss,Building concrete houses for people living in huts,Increasing the investment from foreign MNC'S,Improvising USn economy to 5 trillion dollars,Hi-Tech highways,Govt job to ladies ,81%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"HAWKINS, HOWIE",GREEN,32753,loss,Free bicycle,Decrease of tax,Free hospitalization,Loan waiver to hotels,Distribution of solar-powered cooking stoves,29%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,60234,loss,2 GB data free for college student,Increasing the investment from foreign MNC'S,women would get a 50% fare cut in town buses,women would get a 50% fare cut in town buses,Increasing the investment from foreign MNC'S,19%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"PIERCE, BROCK",INDEPENDENT,22587,loss,Free hospitalization,Free laptop,increase in the quota for women in government jobs to 40 %,Free bicycle,Govt job to ladies ,39%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,805,loss,Free hospitalization,job to youth 40%,Govt job to ladies ,Decrease of tax,Education Empowerment,79%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,376,loss,increase in the quota for women in government jobs to 40 %,distribution of solar-powered cooking stoves,government jobs to families without anyone in state service,Monthly RS 1500 for household women's,Free washing machine for each house,39%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"WELLS, KASEY",INDEPENDENT,3,loss,Free laptop,Repayment omission for gold loans,Improvising USn economy to 5 trillion dollars,Transportation services in rual areas,same ration card for all the states,86%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"MANIMAS, JOHN",,2,loss,Free hospitalization,Decrease of tax,Govt job to ladies ,Free hospitalization,free laptop,34%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"HOWARD, SHAWN W.",,6,loss,decrease of milk price,Free bicycle,Govt job to ladies ,gas pipeline plan,Tourism development,28%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"COLLINS, PHIL",PROHIBITION PARTY,9,loss,government jobs to families without anyone in state service,"Allocation of RS 1000 crore towards renovation and consecration of hindu tenples,RS 200 corore for churches and mosques",Free laptop,Decrease of tax,Cancel of education loan,18%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"HODGES, PAUL",,13,loss,Reservation in private sector will also be insisted  and promised subsidies for small farmers ,Monthly RS 1500 for household women's,Free washing machine for each house,Education empowerment,2 GB data free for college student,29%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"SIMMONS, JADE",BECOMING ONE NATION,155,loss,Expanding the rural employment guarantee scheme to 150 days,Clean US,free bicycle,2 GB data free for college student,Tourism development,40%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,20,loss,free education,Loan waiver to hotels,Free hospitalization,Decrease of tax,free laptop,15%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"KISHORE, JOSEPH",INDEPENDENT,28,loss,Decrease of tax,Free hospitalization,Job to Youth 40%,Govt job to ladies ,free education,37%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"MARTIN, DAVID A.",,3,loss,Monthly RS 1500 for household women's,2 GB data free for college student,Reservation in private sector will also be insisted  and promised subsidies for small farmers ,repayment omission for gold loan,Cancel of education loan,19%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"WEST, KANYE",THE BIRTHDAY PARTY,1897,loss,decrease of milk price,Expanding the rural employment guarantee scheme to 150 days,Improvising USn economy to 5 trillion dollars,free laptop,Free washing machine for each house,27%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"BLANKENSHIP, DON",CONSTITUTION PARTY,43,loss,Increasing the investment from foreign MNC'S,Same ration card for all the states,Increasing the investment from foreign MNC'S,women would get a 50% fare cut in town buses,women would get a 50% fare cut in town buses,22%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"BELLAR, BARBARA",,2,loss,Free washing machine for each house,Monthly RS 1500 for household women's,cencel of education loan,free laptop,6 LPG cylinders are free for a year,33%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"CHARLES, MARK",INDEPENDENT,98,loss,Clean US,Gas pipeline plan,2 GB data free for college student,Transportation services in rual areas,HI-Tech highways,18%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"HUNTER, DARIO",,8,loss,Distribution of solar-powered cooking stoves,Free bicycle,Tourism development,free education,Govt job to ladies ,19%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"MONTANYE, RICHARD CHARLES",,1,loss,free laptop,free bicycle,2gb data free for college studensts,free washing machine,6 lpg cylinders are free for a year,35%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,BLANK VOTES,,43541,loss,free hospitalization,govt job to ladies,loan waiver to hotels,education empowerment,free bicycle,28%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,VOID,,23368,loss,incresing the investement from foreign MNC's,same ration card for all the states,free laptop ,cancel of education loan,free bicycle,20%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"HAWKINS, HOWIE",GREEN,32753,loss,Free bicycle,Decrease of tax,Free hospitalization,Loan waiver to hotels,Distribution of solar-powered cooking stoves,29%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,60234,loss,2 GB data free for college student,Increasing the investment from foreign MNC'S,women would get a 50% fare cut in town buses,women would get a 50% fare cut in town buses,Increasing the investment from foreign MNC'S,19%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"PIERCE, BROCK",INDEPENDENT,22587,loss,Free hospitalization,Free laptop,increase in the quota for women in government jobs to 40 %,Free bicycle,Govt job to ladies ,39%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,805,loss,Free hospitalization,job to youth 40%,Govt job to ladies ,Decrease of tax,Education Empowerment,79%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,376,loss,increase in the quota for women in government jobs to 40 %,distribution of solar-powered cooking stoves,government jobs to families without anyone in state service,Monthly RS 1500 for household women's,Free washing machine for each house,39%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"WELLS, KASEY",INDEPENDENT,3,loss,Free laptop,Repayment omission for gold loans,Improvising USn economy to 5 trillion dollars,Transportation services in rual areas,same ration card for all the states,86%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"MANIMAS, JOHN",,2,loss,Free hospitalization,Decrease of tax,Govt job to ladies ,Free hospitalization,free laptop,34%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"HOWARD, SHAWN W.",,6,loss,decrease of milk price,Free bicycle,Govt job to ladies ,gas pipeline plan,Tourism development,28%
2020,NEW YORK,NY,36,21,13,US PRESIDENT,"COLLINS, PHIL",PROHIBITION PARTY,9,loss,government jobs to families without anyone in state service,"Allocation of RS 1000 crore towards renovation and consecration of hindu tenples,RS 200 corore for churches and mosques",Free laptop,Decrease of tax,Cancel of education loan,18%
